name	category	relevance	country_iso	x	y
Bubastis	Archaeological Site	104	EG	0.5829555257317237	-0.8826221444951206
Taposiris Magna	Archaeological Site	77	EG	0.5141406250028157	-0.9004092937324956
Sphinx	Monument	86	EG	0.5724713334959858	-0.9031938382750129
Pyramid of Menkaure	Pyramid	189	EG	0.7208173561932333	-0.7410944048504716
C3	Building	1942	EG	3.247878580980774	2.011237291892275
B2	Building	50	EG	0.5229988723409866	-0.963835161803963
C2	Building	2005	EG	3.338627603106871	2.110301568135353
C1	Building	6678	EG	10.0688818320533	9.458372379359425
B1	Building	6071	EG	9.19469393589581	8.503901704489234
B3	Building	3106	EG	4.924386682223068	3.841583199239921
Egyptian Museum	Museum	386	EG	1.0030894581063052	-0.43306242826136526
Deir el-Medina	Archaeological Site	81	EG	0.713495278310657	-0.9108486493901
Suez Canal Authority	Building	82	EG	0.5365889831020404	-0.9309051085929418
Giza Necropolis	Museum	131	EG	0.6371721358980224	-0.832371926561671
Al-Ahram	Historical Site	63	EG	0.5379952061203936	-0.9410676089142905
Ymca	Building	82	EG	0.5650614197440813	-0.9112937332976784
Norddeutscher Lloyd	Building	131	EG	0.6358752018591661	-0.8342180162441747
Victoria Hotel	Historical Site	56	EG	0.527644279536105	-0.9521751461122281
Armenian Catholic Church	Church	171	EG	0.6935238659228178	-0.7712122528876945
Castell de Bellver	Castle	55	ES	-0.03223335244284476	-0.6190205776655907
IBM	Building	177	ES	0.059280287163612284	-0.34811792667796954
Castillo de Santa Bárbara	Castle	53	ES	-0.02415903186735616	-0.575615855973914
Palacio de la Magdalena	Palace	83	ES	-0.17325109573243458	-0.5085432293587705
Palacio de la Zarzuela	Palace	242	ES	0.14945602818623885	-0.24483623797620396
Poble Espanyol	Museum	57	ES	-0.09099474828126292	-0.617960365093172
Museo Thyssen-Bornemisza	Museum	60	ES	-0.10860299036391924	-0.5315933471540912
Puerta de Alcalá	Monument	644	ES	0.7324281966281354	0.38661904054996693
Fuente de Cibeles	Monument	152	ES	0.0238111291951218	-0.3869668203593764
Alhambra	Castle	60	ES	-0.004608601065005091	-0.51805642308109
Museo del Prado	Museum	163	ES	0.03983947049833854	-0.3696525558207811
Catedral de Sevilla	Church	300	ES	0.31292737913693736	-0.10986311912590375
Almudena Cathedral	Church	163	ES	0.03957744520441095	-0.3693683618737538
Guggenheim Museum Bilbao	Museum	110	ES	-0.12055601362503436	-0.4761666074691419
Cathedral of Santiago de Compostela	Church	68	ES	-0.21885785604467087	-0.4662409236631564
Burgos Cathedral	Church	118	ES	-0.08639279914899266	-0.4491354063119967
Catedral del Salvador de Zaragoza	Church	84	ES	-0.08824660922312788	-0.5368352830996861
Catedral de León	Church	200	ES	0.006820378684130665	-0.29675672966762767
Catedral Vieja de Salamanca	Church	65	ES	-0.1363514932405983	-0.500170497318095
Catedral de Segovia	Church	66	ES	-0.1208004410826452	-0.5189262079811873
Valencia Cathedral	Church	82	ES	-0.017310122452388468	-0.5365585373658059
Catedral de Murcia	Church	84	ES	0.026286698619775683	-0.5165854277109853
Casa Batlló	Monument	57	ES	-0.09157401372215658	-0.6182841688725238
Puerta del Sol	Monument	187	ES	0.0742038623192792	-0.33178217058128257
Aqueduct of Segovia	Monument	193	ES	0.06224299432827041	-0.3193140671217676
Temple Expiatori de la Sagrada Família	Monument	52	ES	-0.0990764173080973	-0.6263266242362446
Palau de la Música Catalana	Monument	62	ES	-0.08415045944539894	-0.6105409886517992
Monasterio de Yuste	Monument	75	ES	-0.09565607680486565	-0.47959064044450117
La Rambla	Monument	131	ES	0.015405005504013736	-0.5019842968298869
Casa Vicens	Building	55	ES	-0.09496264809547025	-0.6212975068740781
Colònia Güell	Building	53	ES	-0.09772962913159679	-0.6226548240349408
Forum	Building	58	ES	-0.09023418396840698	-0.617603192685032
Museum of Modern Art	Museum	151	ES	0.04415157407004876	-0.47064952177796865
Puerta de Europa	Monument	97	ES	-0.056874256198354234	-0.47372135695538503
Alcazaba	Castle	77	ES	0.02700331966349772	-0.4783115469316046
Catedral de Barcelona	Church	62	ES	-0.0840341804353074	-0.610536787118607
Museo Sorolla	Museum	65	ES	-0.10198632283706036	-0.5238502476859348
Santa María del Naranco	Monument	78	ES	-0.19636576160096317	-0.48822846705153494
Torre de Cristal	Building	70	ES	-0.09610921878358598	-0.516254842998037
Valle de los Caídos	Monument	56	ES	-0.12566569216840467	-0.5328309925428472
Círculo de Bellas Artes	Building	67	ES	-0.09860509120011206	-0.5205743616930191
Royal Chapel of Granada	Church	55	ES	-0.011851035404455333	-0.5258014038081343
Dalí Theatre and Museum	Museum	107	ES	-0.04034674361236571	-0.5542037393728237
Casa de Pilatos	Monument	114	ES	0.0449604079993019	-0.4024360728263246
Metropol Parasol	Building	61	ES	-0.031518634936387215	-0.4857282260256259
Palacio de San Telmo	Palace	116	ES	0.04810352018223432	-0.3991577816991221
Casa Milà	Building	55	ES	-0.09460128315260681	-0.6214031403072194
Alcázar of Seville	Palace	350	ES	0.38501435932860384	-0.031252048892289136
Segóbriga	Archaeological Site	70	ES	-0.06960493248101544	-0.5251439103853246
Museo	Museum	63	ES	-0.003664819900985965	-0.555435762823096
Las Pozas	Archaeological Site	65	ES	-0.151164549648304	-0.5024494811196757
Palacio de la Moncloa	Palace	160	ES	0.034257117177424766	-0.3739500916773355
Parlamento de Canarias	Building	64	ES	0.16507344009951364	-0.3042404882943805
Plaza de toros	Amphitheater	110	ES	-0.019999834665348236	-0.45357186816884854
Real Academia de Bellas Artes de San Fernando	Museum	65	ES	-0.10151062729571558	-0.5236620672531261
Palacio de Carlos V	Palace	50	ES	-0.01899706993145863	-0.5337876310205721
Tower of Hercules	Monument	125	ES	-0.1516098159953841	-0.3807615668367185
Breogán	Monument	104	ES	-0.18178685832467786	-0.41382996443670883
Muralla de Ávila	Historical Site	123	ES	-0.034515051854321674	-0.4203881969251076
Castillo de San Marcos	Castle	360	ES	0.42236506452262357	-0.008789700659898272
Patrimonio de la Humanidad	Monument	577	ES	0.7154718686877086	0.2881350171653222
Anfiteatro	Historical Site	105	ES	-0.019698891165446344	-0.41897738019338665
Castillo de La Mota	Castle	82	ES	-0.11619088826812608	-0.4850652249561859
Villa Winter	Historical Site	59	ES	0.1862950896072174	-0.33523031149996085
Santa Maria	Church	57	ES	-0.18502210860303023	-0.5703183670386687
Santa María	Church	94	ES	-0.15988076136090082	-0.41780110928537467
Santa Lucía	Church	262	ES	0.23932454638403924	-0.2545470756650044
Ramon Berenguer III, Count of Barcelona	Monument	61	ES	-0.0854712046132903	-0.6121315639871918
Pyramids of Güímar	Pyramid	80	ES	0.19134061604498026	-0.2762652068659082
Domus	Museum	97	ES	-0.19166954969648797	-0.42475533665952087
Santa Cruz	Historical Site	236	ES	0.22082452850384107	-0.2105263884971838
Iglesia de Dios Ministerial de Jesucristo Internacional	Church	126	ES	0.03221665866703348	-0.43105589556160606
Casa Botines	Palace	57	ES	-0.19913304904597992	-0.5215592372747291
Torre de Madrid	Building	55	ES	-0.11622316217681078	-0.5392622101418231
Edificio España	Building	72	ES	-0.0917176653859248	-0.51254819406322
Llotja de la Seda	Historical Site	71	ES	-0.033145714501068395	-0.5538122401785595
Castillo de Coca	Castle	75	ES	-0.11985306930683552	-0.5007044588288246
Cristo del Otero	Monument	59	ES	-0.16880246061043433	-0.529556203121711
Palacio de las Cortes	Building	57	ES	-0.11294804375138304	-0.536288674633811
Casa de los Azulejos	Palace	140	ES	0.10993799356091621	-0.36546774830245415
Guía de Isora	Church	60	ES	0.1628146010891034	-0.3023775406526884
Termas romanas	Archaeological Site	58	ES	0.005630184456033142	-0.5178613170550387
Temppeliaukio Church	Church	98	FI	-0.4266345342886144	-0.9412603099767788
Övertorneå	Church	68	FI	-0.679020739145402	-1.0002996126936197
Helsinki Cathedral	Church	136	FI	-0.37158259383684605	-0.8818506312818876
Laba	Historical Site	55	FJ	3.3569184289679663	-2.6785427140493474
Toka	Historical Site	93	FJ	0.2697876032267635	2.107267768040427
United Church of Christ	Church	464	FM	3.1420116456491463	-1.8109357264663921
Catholic Church	Church	59	FM	2.308778857568506	-2.4025335193822577
Musée du Louvre	Museum	805	FR	0.7495898733653465	0.5212483150594622
Saint-Michel	Church	74	FR	-0.311085848445894	-0.5508285356365993
Tour Eiffel	Monument	3510	FR	4.645161816714853	4.775289616642904
Notre Dame de Paris	Church	457	FR	0.2487689252347054	-0.026115548641021818
Centre Georges Pompidou	Museum	52	FR	-0.3347517808352407	-0.6630241259650147
Panthéon	Monument	82	FR	-0.291143384322175	-0.6157019280532904
Les Invalides	Church	758	FR	0.6818805418368469	0.44767958922527273
Château de Versailles	Palace	1015	FR	1.0519068951885437	0.8545584726114389
Grand Trianon	Palace	65	FR	-0.3167750464601176	-0.6390961547747686
Petit Trianon	Palace	81	FR	-0.2937171901654587	-0.6140071948860258
Notre-Dame	Church	52	FR	-0.12672519758260836	-0.7042388064342368
Musée d'Orsay	Museum	408	FR	0.17776114907061513	-0.10288111121347267
Palais du Luxembourg	Monument	161	FR	-0.17751353614428508	-0.49137108538416596
Sacré-Cœur de Montmartre	Church	412	FR	0.18282239810684994	-0.09693689810096354
Tour Montparnasse	Building	67	FR	-0.3128249901544218	-0.638950724019728
Palais Brongniart	Monument	52	FR	-0.33512157630226846	-0.6629173901748212
Moulin Rouge	Monument	56	FR	-0.32991888343190195	-0.6565768716886116
Grand Palais	Museum	84	FR	-0.28919875176118887	-0.6122041501924426
UNESCO	Building	71	FR	-0.3074635162835806	-0.6324901073378686
Dailymotion	Building	248	FR	-0.05261534501327578	-0.354826424166193
Abbaye de Saint-Germain-des-Prés	Church	84	FR	-0.28861228631104036	-0.6124386247022313
Colonne Vendôme	Monument	195	FR	-0.1292200267097049	-0.4378914343058446
Val-de-Grâce	Church	53	FR	-0.3327650686697825	-0.6612224745074546
Palais de la découverte	Museum	141	FR	-0.2071181056994688	-0.5225533680045457
Institut du monde arabe	Museum	193	FR	-0.13125841693773016	-0.4413223618129212
Musée Grévin	Museum	263	FR	-0.03130666845421456	-0.331151112188019
Petit Palais	Palace	89	FR	-0.281973802665973	-0.6043682141663342
Canadian National Vimy Memorial	Monument	102	FR	-0.30730068206964206	-0.5969664776619347
Château de Villandry	Palace	79	FR	-0.26394671027285865	-0.5892434648150533
Palace of Fontainebleau	Palace	362	FR	0.12942126854401628	-0.17805687091527858
Château de Chambord	Historical Site	796	FR	0.7689212040733829	0.5236577148143184
Château d'Amboise	Historical Site	157	FR	-0.1496853610194451	-0.473180986179286
Château de Langeais	Historical Site	63	FR	-0.28744289703041626	-0.6129195438390742
Chartres Cathedral	Church	544	FR	0.379270766855169	0.12395797063679674
Chapelle	Church	74	FR	-0.22048535308549042	-0.688213663580947
Château de Bonaguil	Castle	55	FR	-0.20485633334831416	-0.6207083242263023
Palais Bourbon	Palace	125	FR	-0.22995672068416093	-0.5477935014723251
Gallia Belgica	Archaeological Site	103	FR	-0.2588784727323697	-0.606931694600266
Clos Lucé	Castle	76	FR	-0.266205872544081	-0.6006184305569541
Musée de Cluny	Museum	56	FR	-0.32874437385539895	-0.6565733706979481
Château d'Yquem	Castle	59	FR	-0.21131290715683912	-0.5966894166986467
Lichtenberg	Castle	99	FR	-0.22308195587500426	-0.6572871193611743
Château de Saint-Cloud	Castle	112	FR	-0.24880784977871298	-0.566805153142611
Musée d'Art Moderne de la Ville de Paris	Museum	64	FR	-0.3180686739062433	-0.6434505194135234
Palais de Tokyo	Museum	129	FR	-0.22445771343786453	-0.5412309592485502
Conciergerie	Museum	78	FR	-0.2972193614625018	-0.6220290568215427
Luxembourg Palace	Palace	171	FR	-0.16310454064756272	-0.47564750334368
Rodin Museum	Museum	52	FR	-0.33490983754319714	-0.6625175875025973
Musée de Grenoble	Museum	51	FR	-0.1893380377790461	-0.6924023620919164
Abbaye d'Hautecombe	Historical Site	54	FR	-0.20181445877750193	-0.6916700211521393
Château de Malmaison	Historical Site	103	FR	-0.2632841722132732	-0.5804305272539838
Town Hall	Building	52	FR	-0.1466092792998167	-0.671495500421993
Arènes d'Arles	Amphitheater	54	FR	-0.14659551976455495	-0.6661376222045358
Gros-Horloge	Monument	61	FR	-0.3515476755206993	-0.634873243948805
Carnac stones	Historical Site	170	FR	-0.1730464183691598	-0.3997673658483876
Centre Pompidou-Metz	Museum	64	FR	-0.29111314206215466	-0.6959266706489097
Villa Ephrussi de Rothschild	Museum	77	FR	-0.08994461231030242	-0.6657252960474578
Cathédrale Saint-Étienne de Sens	Historical Site	63	FR	-0.2894956291976508	-0.6549933915797304
Sanatorium	Building	179	FR	-0.1446442846556704	-0.4691698563423817
San Giorgio	Church	342	FR	0.3525713646173681	-0.2701686974277987
San Giovanni	Church	94	FR	0.014799502422360005	-0.6500801242937174
Bibracte	Archaeological Site	75	FR	-0.22508462993409534	-0.6402646581031292
Cathédrale Notre-Dame de Rouen	Church	177	FR	-0.1844011468790982	-0.4525145355513484
Château de Rambouillet	Historical Site	92	FR	-0.2750654851863739	-0.59205450641899
Château de Vincennes	Historical Site	187	FR	-0.13901014959701638	-0.45176914040022165
Château de Loches	Historical Site	92	FR	-0.23403495937651336	-0.5742072016332957
Abbaye de Cluny	Historical Site	163	FR	-0.07707691721000054	-0.5078061183886095
Château de Tiffauges	Castle	53	FR	-0.3056363039949714	-0.6071137855901598
Château d'Ussé	Palace	80	FR	-0.2615996512762456	-0.5843231908254084
Éditions Gallimard	Building	124	FR	-0.2311517088906245	-0.549477070366867
Château de Chaumont-sur-Loire	Castle	58	FR	-0.29262249721689576	-0.6317494814343871
Cathédrale Saint-Front	Church	58	FR	-0.22368520010380397	-0.6151083272896883
Château de Valençay	Castle	73	FR	-0.2573704645786212	-0.6117257808893368
Château de Meudon	Castle	63	FR	-0.3260814786836315	-0.5734616824891935
Oradour-sur-Glane	Historical Site	85	FR	-0.20567931288376481	-0.5802769671980291
Château de Saumur	Castle	53	FR	-0.3039642751720608	-0.6220059360213798
Château de Maintenon	Historical Site	278	FR	-0.00741697985762988	-0.2961489356127573
Kourion	Archaeological Site	73	GB	0.4200821159511358	-0.9683240095615849
Walmer Castle	Building	88	GB	-0.3658536843301064	-0.6045975326066518
Stonehenge	Archaeological Site	177	GB	-0.2658442613195577	-0.4218937202580948
Rollright Stones	Archaeological Site	50	GB	-0.47179306414175354	-0.6286140375949041
Raby Castle	Archaeological Site	85	GB	-0.5067131801010647	-0.5825800689125592
Castle Leod	Building	152	GB	-0.530362683396324	-0.4549834450313373
Kenmure Castle	Building	94	GB	-0.5291835858735562	-0.539730384853272
Haddon Hall	Building	221	GB	-0.26467623098329623	-0.36426749875321696
Glamis Castle	Castle	331	GB	-0.2275626309048757	-0.18926007505783107
Castle Fraser	Building	64	GB	-0.6257507514568543	-0.6190635991463229
Fountains Abbey	Archaeological Site	339	GB	-0.12359611664760561	-0.18388723516723307
Edinburgh Castle	Castle	1862	GB	1.9969169193500989	2.2238876572376576
Durrington Walls	Archaeological Site	56	GB	-0.4398714111822006	-0.6127479457097235
Dunvegan Castle	Building	107	GB	-0.6081983249430916	-0.49787023980446793
Dunstanburgh Castle	Archaeological Site	121	GB	-0.48128678664203445	-0.532987047169559
Dunrobin Castle	Building	144	GB	-0.5487173126945788	-0.4772619571910982
Dunluce Castle	Archaeological Site	145	GB	-0.48240807365520344	-0.4278312944948326
Crathes Castle	Building	65	GB	-0.6193887083286802	-0.6170207279975755
Craigievar Castle	Castle	50	GB	-0.6472377852895632	-0.6373984024291959
Chirk Castle	Building	51	GB	-0.5143774411882717	-0.6114808444644386
Cawdor Castle	Building	78	GB	-0.6289249263060536	-0.5788945367027133
Carrickfergus Castle	Castle	66	GB	-0.5737607028952078	-0.5602681644228755
Cardiff Castle	Castle	185	GB	-0.2761422885028267	-0.3927719739931583
Buckingham Palace	Palace	249	GB	-0.1573442138348557	-0.33241808347312074
Brodick Castle	Building	56	GB	-0.6099719982235103	-0.5884970268946866
Blair Castle	Building	138	GB	-0.5179015568853133	-0.4821950674867101
Belvoir Castle	Building	267	GB	-0.1811311386589437	-0.30201250164076693
Balnagown Castle	Building	50	GB	-0.6780169731170157	-0.6220144464475319
Abergeldie Castle	Building	71	GB	-0.6169221735639007	-0.5975924405681995
Croft Castle	Castle	50	GB	-0.45742601236498337	-0.5920649124402511
Powderham Castle	Castle	225	GB	-0.19427218934094737	-0.3223348583347614
Montacute House	Castle	85	GB	-0.3990561054026024	-0.5537741017850408
Castell	Castle	113	GB	-0.41047367857083433	-0.48117901342423414
Newcastle	Castle	197	GB	-0.2671717482834851	-0.38062316016074854
The Warden	Castle	61	GB	-0.478380676682061	-0.5936481004313864
Highland	Castle	116	GB	-0.3981122014412845	-0.5077690108279607
Stokesay Castle	Castle	60	GB	-0.48311215028643073	-0.5983380743145879
Hurst Castle	Castle	106	GB	-0.3506078118219601	-0.5350006054386833
Castle Combe	Castle	268	GB	-0.14860438847725638	-0.27489164376165204
Corsham	Castle	53	GB	-0.4564689209417408	-0.6131063358169951
Silbury Hill	Archaeological Site	125	GB	-0.34854231721715784	-0.50433781405118
Hever Castle	Castle	367	GB	0.02489102387804204	-0.1488167178621183
Owls	Castle	51	GB	-0.4308888036113282	-0.6399243868931043
Deal Castle	Castle	56	GB	-0.412528710609096	-0.655052818756397
High Wycombe	Castle	425	GB	0.08657814823533706	-0.04825759410069304
Great Missenden	Castle	125	GB	-0.3469792314722598	-0.521107473693563
Ledbury	Castle	116	GB	-0.38673488335097145	-0.5135121043224209
Ashford Castle	Castle	219	GB	-0.2694065862031249	-0.36682470615282836
Wolverton	Castle	57	GB	-0.45795354165022606	-0.6278611842257336
Long Buckby	Castle	51	GB	-0.4764339461370957	-0.6350084634924179
Wing	Castle	274	GB	-0.13910678541022148	-0.2872799136429168
Tintagel Castle	Castle	251	GB	-0.16919766705832176	-0.2644026592639246
Burgh	Castle	149	GB	-0.3087704534059364	-0.5109188374368303
Sutton	Castle	50	GB	-0.4480021820610971	-0.6682656674270451
Kimbolton Castle	Castle	165	GB	-0.3057912384422052	-0.4649334807961547
Fotheringhay Castle	Castle	847	GB	0.6687565517330983	0.6070769319530167
Caerphilly Castle	Castle	154	GB	-0.32407089328199745	-0.4414556479516931
Hartford	Castle	55	GB	-0.4644208749496428	-0.6411119602686198
Chippenham	Castle	344	GB	-0.03978240936665486	-0.19456671485028934
Carreg Cennen Castle	Castle	56	GB	-0.4804640720704652	-0.5873823230720407
Ludlow Castle	Castle	137	GB	-0.3692556574799064	-0.4784016923736974
Corfe Castle	Castle	226	GB	-0.18022140385436924	-0.3392809333888394
Portchester Castle	Castle	87	GB	-0.3782270147417569	-0.5712571680729447
Thornbury Castle	Castle	57	GB	-0.45880827405163316	-0.6032758003441833
Chepstow Castle	Castle	83	GB	-0.4236166094073398	-0.560617285460386
Pevensey Castle	Castle	61	GB	-0.40216676942915713	-0.6311962010930664
Scotney Castle	Castle	132	GB	-0.30794791922550113	-0.5217921841915059
Bodiam Castle	Castle	267	GB	-0.10941538200550555	-0.31089389131741696
Tower of London	Castle	161	GB	-0.28372215813406304	-0.47170789634082094
Cooling Castle	Castle	427	GB	0.10641751448686532	-0.06110944428825338
